q1-1,125
q1-2,200
q1-3,280
q1-4,360
q1-5,440
q1-6,520
q1-7,600
q1-8,720
q1-9,840
q1-10,950
q1-11,1050
q1-12,1150
q1-13,1250
q1-14,1350
q1-15,1492
