q3-1,150
q3-2,230
q3-3,310
q3-4,390
q3-5,470
q3-6,550
q3-7,630
q3-8,750
q3-9,870
q3-10,990
q3-11,1110
q3-12,1230
q3-13,1350
q3-14,1470
q3-15,1616
