q2-1,-625
q2-2,-575
q2-3,-525
q2-4,-475
q2-5,-425
q2-6,-375
q2-7,-325
q2-8,-275
q2-9,-225
q2-10,-175
q2-11,-125
q2-12,-75
q2-13,0
q2-14,75
q2-15,125
q2-16,175
q2-17,225
q2-18,275
q2-19,325
q2-20,375
q2-21,425
q2-22,475
q2-23,525
q2-24,575
q2-25,625
