z0-1,2605
z0-2,2604.5
z0-3,2604
z0-4,2603.5
z0-5,2603
z0-6,2602.5
z0-7,2602
z0-8,2601.5
z0-9,2601
z0-10,2600.5
z0-11,2600
z0-12,2599.5
z0-13,2599
z0-14,2598.5
z0-15,2598
